sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,log_renda
F,False,False,0,Pensionista,Secundário,Casado,Casa,62,0.0,2.0,1315.08,7.181652779263301
F,True,True,1,Empresário,Secundário,Casado,Casa,29,4.057534246575343,3.0,2783.87,7.931597324961747
F,False,False,0,Empresário,Superior completo,Casado,Casa,30,7.432876712328768,2.0,9557.97,9.165130640401225
F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,2934.72,7.984367327370579
F,False,False,0,Assalariado,Secundário,Casado,Casa,50,24.093150684931512,2.0,773.92,6.651468509074673
F,False,True,2,Empresário,Superior completo,Casado,Casa,36,3.627397260273973,4.0,2610.77,7.867400475964233
M,True,True,1,Assalariado,Superior completo,Casado,Casa,43,2.643835616438356,3.0,5557.9,8.622975618057106
F,False,False,0,Assalariado,Secundário,Casado,Casa,57,3.1643835616438367,2.0,2794.3,7.9353369069948645
F,False,False,0,Assalariado,Superior incompleto,Casado,Casa,46,7.361643835616437,2.0,1639.89,7.402384445398007
F,False,False,0,Assalariado,Secundário,Casado,Casa,31,1.4109589041095891,2.0,2349.93,7.762140819460513
M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,5025.98,8.52237573878802
F,True,True,0,Pensionista,Superior completo,Viúvo,Casa,60,0.0,1.0,1054.8,6.961106454479132
M,True,False,2,Assalariado,Secundário,Casado,Casa,49,3.016438356164384,4.0,3549.35,8.174519767113319
F,False,True,1,Servidor público,Superior incompleto,União,Casa,29,9.780821917808217,3.0,1388.13,7.235712796623295
F,False,False,0,Servidor público,Secundário,Separado,Casa,53,33.78630136986301,1.0,3564.95,8.1789053075046
F,True,False,0,Assalariado,Secundário,Viúvo,Casa,63,9.265753424657532,1.0,1368.14,7.2212074321274855
F,False,True,0,Assalariado,Secundário,Casado,Casa,37,15.035616438356165,2.0,7814.93,8.963791285681744
F,False,True,0,Assalariado,Secundário,Separado,Casa,53,0.7616438356164383,1.0,525.81,6.2649399307531946
M,True,False,2,Empresário,Superior completo,Casado,Casa,42,7.887671232876714,4.0,14144.6,9.557088204792167
F,False,True,0,Servidor público,Secundário,Casado,Casa,49,7.526027397260274,2.0,940.61,6.846528600966234
M,False,True,0,Assalariado,Secundário,Casado,Casa,56,15.6986301369863,2.0,15131.35,9.624524029503853
F,False,True,0,Pensionista,Superior completo,Casado,Casa,58,0.0,2.0,3526.04,8.167930707192959
F,True,False,0,Empresário,Secundário,Casado,Casa,48,21.18904109589041,2.0,5136.64,8.544154448198443
F,True,True,0,Pensionista,Superior completo,Casado,Casa,64,0.0,2.0,1857.36,7.526911403630313
M,True,False,1,Empresário,Secundário,União,Casa,37,3.8904109589041096,3.0,4806.13,8.477647465452014
M,True,True,0,Empresário,Superior completo,Casado,Casa,49,1.5534246575342463,2.0,1974.13,7.587883073954693
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,5036.67,8.524500428411825
F,True,True,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273971,3.0,1575.61,7.362397777865135
F,False,True,0,Assalariado,Secundário,Casado,Casa,51,14.643835616438356,2.0,6838.95,8.83038949006099
F,True,True,1,Servidor público,Superior completo,Casado,Casa,46,1.1150684931506851,3.0,1733.67,7.4579958278102865
F,False,True,0,Pensionista,Superior completo,Solteiro,Casa,63,0.0,1.0,3146.97,8.054195364130504
M,False,False,1,Empresário,Primário,Casado,Casa,29,6.802739726027397,3.0,7235.64,8.88677409403377
F,True,False,1,Assalariado,Superior completo,Casado,Aluguel,26,7.884931506849315,3.0,2063.8,7.632304222681614
F,True,True,0,Assalariado,Superior completo,União,Casa,40,8.605479452054794,2.0,1217.68,7.104702687971411
M,True,True,0,Assalariado,Superior completo,Casado,Com os pais,33,7.128767123287672,2.0,15851.89,9.671044015098765
M,True,True,1,Assalariado,Superior completo,Casado,Casa,47,3.1150684931506847,3.0,3030.06,8.016337700287556
M,True,True,0,Servidor público,Superior completo,Casado,Casa,45,1.295890410958904,2.0,14924.2,9.610739335484165
F,False,True,0,Empresário,Secundário,Casado,Casa,63,12.438356164383562,2.0,5648.28,8.639106353015096
M,True,False,2,Empresário,Superior completo,Casado,Casa,45,11.183561643835615,4.0,1684.41,7.429170633102256
F,True,False,2,Empresário,Superior incompleto,Casado,Casa,26,2.180821917808219,4.0,2034.26,7.617887395381324
F,False,True,1,Empresário,Secundário,Casado,Casa,42,6.216438356164384,3.0,2941.36,7.986627338407268
F,True,False,1,Assalariado,Superior completo,Casado,Com os pais,30,5.153424657534247,3.0,2622.07,7.871719361145009
F,True,True,0,Empresário,Superior completo,Casado,Casa,48,1.6986301369863013,2.0,4823.59,8.481273743086895
F,False,False,0,Servidor público,Superior completo,Casado,Casa,57,10.36986301369863,2.0,11320.76,9.334393487312719
F,False,True,1,Assalariado,Superior completo,Solteiro,Casa,30,4.438356164383562,2.0,1929.1,7.564808851893844
F,False,True,1,Empresário,Superior completo,Casado,Casa,43,3.8301369863013695,3.0,2445.33,7.801935362126586
F,False,True,0,Empresário,Superior completo,Casado,Casa,39,6.638356164383563,2.0,5599.63,8.630455803111856
M,False,True,2,Empresário,Secundário,Casado,Casa,34,0.6191780821917808,4.0,969.5,6.876780474682707
F,False,True,0,Assalariado,Secundário,Casado,Casa,55,8.471232876712326,2.0,4301.29,8.366670256690652
M,False,True,2,Assalariado,Secundário,Casado,Casa,45,0.9095890410958904,4.0,4274.07,8.360321813845113
F,False,True,3,Assalariado,Secundário,Casado,Casa,29,4.635616438356164,5.0,1220.99,7.107417284068976
F,True,True,0,Empresário,Superior completo,Solteiro,Casa,46,24.64383561643836,1.0,2391.11,7.779512972255379
F,False,True,0,Assalariado,Superior completo,Casado,Casa,35,2.2,2.0,3888.6,8.265804474661726
F,False,True,0,Pensionista,Secundário,União,Casa,58,0.0,2.0,593.42,6.385902411366946
F,True,True,1,Assalariado,Primário,Casado,Casa,39,3.9315068493150687,3.0,2181.4,7.6877221514946426
F,False,False,1,Assalariado,Secundário,Casado,Casa,32,8.947945205479453,3.0,5746.69,8.656379315866157
F,False,False,2,Assalariado,Superior completo,Casado,Casa,39,19.36438356164384,4.0,12949.96,9.468847978319825
F,False,False,0,Assalariado,Secundário,Casado,Casa,44,1.6,2.0,1294.37,7.165779369274208
F,False,False,0,Assalariado,Secundário,Viúvo,Casa,66,11.96986301369863,1.0,4622.94,8.43878614531867
F,False,False,0,Empresário,Superior completo,Casado,Casa,35,5.6,2.0,4073.72,8.312311865902501
F,False,True,2,Assalariado,Superior completo,Casado,Casa,38,5.175342465753425,4.0,6267.95,8.74320462641793
M,False,False,1,Assalariado,Secundário,Separado,Casa,22,2.032876712328767,2.0,2848.82,7.954660152438784
F,False,False,0,Assalariado,Superior completo,Casado,Casa,40,13.873972602739729,2.0,3625.66,8.19579161968175
F,True,True,0,Assalariado,Superior completo,Casado,Casa,37,3.1178082191780816,2.0,1071.03,6.976376081259924
F,False,False,0,Empresário,Secundário,Casado,Casa,43,0.4301369863013699,2.0,705.64,6.559105192428205
F,False,True,1,Assalariado,Secundário,Solteiro,Casa,46,22.80821917808219,2.0,23013.28,10.043826719589411
M,False,False,0,Servidor público,Superior incompleto,Solteiro,Casa,24,4.413698630136986,1.0,13691.52,9.524531942067993
F,False,False,0,Empresário,Superior completo,União,Casa,27,0.2876712328767123,2.0,971.08,6.878408854186906
F,False,True,0,Assalariado,Superior completo,Casado,Casa,56,6.358904109589042,2.0,1649.52,7.40823961548146
F,False,True,2,Assalariado,Superior completo,Casado,Casa,30,6.27123287671233,4.0,4647.07,8.443992192453342
F,False,False,0,Empresário,Secundário,União,Casa,51,26.70684931506849,2.0,3288.74,8.098259791680933
F,False,True,0,Pensionista,Superior completo,Separado,Casa,63,0.0,1.0,786.2,6.66721121298776
F,False,False,0,Pensionista,Secundário,União,Casa,53,0.0,2.0,10758.99,9.283496963139067
F,False,True,2,Assalariado,Superior completo,Casado,Casa,38,3.8054794520547945,4.0,5154.82,8.547687478285656
M,False,True,0,Assalariado,Superior completo,União,Casa,41,4.178082191780821,2.0,3424.07,8.138585180977893
F,True,True,0,Assalariado,Secundário,Casado,Casa,46,19.9013698630137,2.0,2437.39,7.798683073648566
F,True,False,0,Servidor público,Superior completo,Solteiro,Casa,54,2.684931506849315,1.0,3391.86,8.12913372247511
M,True,False,1,Assalariado,Secundário,Casado,Casa,43,13.334246575342464,3.0,12621.12,9.443126880176349
M,False,True,0,Pensionista,Secundário,Casado,Casa,58,0.0,2.0,2525.47,7.834182463001679
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,0.0,2.0,2161.72,7.678659480098818
M,True,True,0,Assalariado,Superior completo,Casado,Casa,29,1.1287671232876713,2.0,5101.69,8.53732713636968
M,True,False,0,Assalariado,Superior completo,Solteiro,Casa,49,7.701369863013697,1.0,10249.56,9.234990056815903
F,False,False,0,Assalariado,Secundário,Separado,Casa,35,12.936986301369863,1.0,5406.19,8.595299872352708
F,False,True,0,Assalariado,Secundário,Casado,Casa,55,8.471232876712326,2.0,7100.13,8.867868372720938
M,True,False,0,Empresário,Secundário,Casado,Casa,54,2.0356164383561643,2.0,5450.71,8.603501154401567
F,False,False,0,Empresário,Secundário,Solteiro,Casa,31,6.545205479452054,1.0,2395.61,7.781393174701181
F,False,True,0,Assalariado,Superior incompleto,Casado,Casa,32,12.556164383561644,2.0,4649.18,8.444446138944935
F,True,False,0,Empresário,Superior completo,Solteiro,Casa,28,4.353424657534247,1.0,3554.59,8.175995005065872
F,False,False,0,Assalariado,Superior completo,Casado,Casa,51,25.54794520547945,2.0,2926.56,7.981582950827615
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,4825.68,8.481706936485502
M,True,False,1,Assalariado,Secundário,Casado,Governamental,47,12.463013698630135,3.0,43433.94,10.67899644211397
F,True,False,1,Assalariado,Superior completo,Separado,Com os pais,36,12.183561643835615,2.0,2999.59,8.00623089164384
F,False,True,0,Assalariado,Superior completo,Casado,Casa,54,11.208219178082194,2.0,1716.82,7.448229021389193
M,True,True,3,Assalariado,Secundário,Casado,Casa,32,2.0136986301369864,5.0,4287.88,8.36354771728442
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,50,13.550684931506847,1.0,2559.18,7.847442173662602
F,False,True,1,Assalariado,Secundário,Casado,Casa,44,10.12054794520548,3.0,4573.69,8.428075597909027
F,False,True,0,Assalariado,Superior completo,Casado,Casa,43,2.632876712328767,2.0,3203.4,8.071968024734195
M,True,False,0,Assalariado,Secundário,Casado,Casa,53,2.350684931506849,2.0,15344.03,9.638481752282935
M,False,True,0,Assalariado,Secundário,Casado,Casa,46,8.06027397260274,2.0,4061.84,8.309391351901226
M,True,False,1,Empresário,Secundário,Casado,Casa,32,1.5972602739726027,3.0,6024.82,8.7036428823939
F,False,True,2,Empresário,Superior completo,Casado,Casa,42,6.019178082191781,4.0,2698.57,7.9004772820594775
F,False,True,0,Pensionista,Secundário,Casado,Casa,59,0.0,2.0,2058.33,7.629650253393558
F,False,False,0,Empresário,Secundário,Casado,Casa,49,1.2876712328767124,2.0,977.56,6.885059671049948
F,True,False,2,Assalariado,Secundário,Casado,Casa,37,1.0356164383561643,4.0,2474.07,7.813619846812466
M,True,False,1,Empresário,Superior completo,Casado,Com os pais,32,1.9616438356164383,3.0,6579.69,8.79174291074753
F,True,True,0,Servidor público,Superior completo,Casado,Casa,45,0.4931506849315068,2.0,411.76,6.020440655344499
F,True,True,0,Empresário,Superior completo,Casado,Casa,42,15.068493150684931,2.0,8696.36,9.070659826288225
M,False,False,1,Assalariado,Secundário,Casado,Casa,44,3.994520547945205,3.0,2849.29,7.9548251194194375
F,False,False,0,Assalariado,Secundário,Casado,Com os pais,27,4.515068493150685,2.0,1446.08,7.276611726222915
M,True,True,0,Assalariado,Secundário,Casado,Casa,45,11.865753424657536,2.0,26418.98,10.181837970215222
F,True,False,0,Assalariado,Secundário,Separado,Casa,53,6.701369863013697,1.0,632.41,6.44953791798702
M,True,True,0,Assalariado,Secundário,Casado,Casa,30,3.797260273972603,2.0,1380.59,7.230266223015561
M,True,True,2,Empresário,Secundário,Casado,Casa,40,1.4328767123287671,4.0,3738.66,8.226482537437768
M,True,False,2,Assalariado,Superior completo,Casado,Casa,40,6.06027397260274,1.0,865.89,6.7637578797093925
M,False,False,2,Assalariado,Superior completo,União,Casa,45,8.46027397260274,4.0,5422.93,8.598391538773242
F,False,False,0,Assalariado,Secundário,Casado,Casa,48,4.7095890410958905,2.0,1062.26,6.96815399293037
M,True,False,0,Assalariado,Superior incompleto,Casado,Casa,32,2.4465753424657533,2.0,2016.69,7.609212832537777
F,False,False,0,Assalariado,Secundário,Casado,Casa,43,4.178082191780821,2.0,2970.84,7.996600020091194
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,63,8.772602739726027,1.0,3985.6,8.290443144507917
M,True,False,2,Assalariado,Secundário,Casado,Casa,39,14.6,4.0,22062.24,10.001622828903663
M,True,True,0,Assalariado,Secundário,Casado,Casa,27,5.578082191780823,2.0,3199.37,8.07070919440539
F,False,False,0,Empresário,Superior completo,Casado,Casa,44,0.8465753424657534,2.0,2088.94,7.644412039267589
F,False,True,0,Empresário,Secundário,Viúvo,Casa,46,4.454794520547946,1.0,4194.41,8.341507965386704
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,65,0.0,1.0,2087.2,7.643578733822519
F,False,True,3,Empresário,Secundário,Casado,Casa,45,1.1287671232876713,5.0,7980.24,8.984723765179575
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,57,0.0,1.0,1639.38,7.402073400559301
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,57,0.0,1.0,1205.91,7.0949897476367365
M,True,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,7025.11,8.857246152442345
M,True,False,0,Pensionista,Superior completo,Casado,Casa,63,0.0,2.0,6467.31,8.774515535971133
F,False,True,0,Empresário,Superior completo,Solteiro,Com os pais,30,1.4328767123287671,1.0,14942.86,9.611988872762216
F,False,True,0,Assalariado,Secundário,Casado,Casa,54,12.194520547945206,2.0,5181.52,8.552853728502956
M,False,True,0,Assalariado,Secundário,Casado,Casa,59,8.219178082191782,2.0,7819.78,8.96441170015129
F,False,True,0,Pensionista,Superior completo,União,Casa,67,0.0,2.0,1784.48,7.486882335246227
M,False,False,0,Empresário,Superior completo,Solteiro,Casa,39,3.515068493150685,1.0,9093.51,9.115316251253057
F,False,False,0,Assalariado,Superior completo,Casado,Casa,43,4.178082191780821,2.0,8251.15,9.018107863553688
F,False,True,0,Assalariado,Superior completo,Casado,Casa,61,40.57534246575342,2.0,4731.81,8.46206307213662
F,False,False,2,Servidor público,Secundário,Casado,Casa,33,5.435616438356163,4.0,2417.36,7.790431314585389
F,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,1.3232876712328767,1.0,1016.58,6.92419933139807
F,False,True,0,Assalariado,Superior completo,Casado,Casa,27,1.2602739726027397,2.0,319.78,5.767633259357274
F,False,True,0,Empresário,Superior completo,Casado,Governamental,44,4.049315068493152,2.0,1120.94,7.021922898000112
F,True,True,0,Empresário,Secundário,Casado,Casa,34,8.479452054794521,2.0,10745.79,9.282269328942595
M,True,True,0,Assalariado,Secundário,Viúvo,Casa,50,4.931506849315068,1.0,3066.31,8.028230163257321
F,True,True,0,Assalariado,Secundário,Casado,Casa,49,28.394520547945213,2.0,4516.32,8.415452781926565
F,False,True,2,Assalariado,Secundário,Solteiro,Casa,33,10.186301369863012,3.0,2298.63,7.7400685722720945
M,True,False,2,Empresário,Superior completo,Casado,Casa,40,19.06027397260274,4.0,32117.29,10.377149793392912
F,False,True,3,Assalariado,Superior completo,Casado,Casa,40,4.216438356164384,5.0,1056.47,6.9626884410069465
M,True,True,0,Assalariado,Secundário,Casado,Casa,44,12.435616438356163,2.0,10022.42,9.212579862444397
F,False,True,0,Pensionista,Superior completo,Viúvo,Casa,64,0.0,1.0,3313.32,8.105705986829545
M,True,True,0,Assalariado,Secundário,Solteiro,Casa,27,0.5178082191780822,1.0,1481.28,7.300661857842906
F,False,True,0,Assalariado,Superior completo,Casado,Casa,29,4.095890410958904,2.0,2376.98,7.773586053357611
F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,51,10.178082191780822,1.0,4095.33,8.317602579120873
F,True,True,0,Empresário,Secundário,Casado,Estúdio,46,6.238356164383561,2.0,3827.48,8.249961902175274
M,False,False,0,Servidor público,Secundário,Solteiro,Casa,28,5.457534246575341,1.0,29184.88,10.281406045928222
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,63,0.0,1.0,2661.56,7.886667696037084
F,False,False,0,Assalariado,Superior completo,Casado,Casa,54,15.136986301369864,2.0,3499.72,8.160438244277334
F,True,False,0,Empresário,Secundário,Casado,Casa,50,1.2082191780821918,2.0,1331.16,7.193806021538569
M,True,True,0,Assalariado,Superior completo,Casado,Com os pais,44,8.523287671232877,2.0,12408.85,9.426165206700915
F,False,True,0,Assalariado,Superior completo,Casado,Casa,33,3.4301369863013704,2.0,1580.89,7.365743258571351
F,False,True,1,Empresário,Superior completo,Casado,Casa,45,6.090410958904108,3.0,1832.54,7.51345826162626
F,False,True,0,Assalariado,Secundário,Casado,Casa,64,1.2849315068493148,2.0,5071.18,8.531328811122457
M,True,True,1,Assalariado,Secundário,Casado,Casa,30,1.3917808219178085,3.0,1126.13,7.026542254966188
F,False,True,0,Empresário,Secundário,União,Casa,46,9.128767123287671,2.0,8673.12,9.06798386663163
M,True,False,0,Assalariado,Secundário,Casado,Casa,61,5.956164383561643,2.0,7652.68,8.942811192267863
F,False,True,1,Assalariado,Superior completo,Casado,Casa,58,39.65205479452055,3.0,35881.05,10.487964579958591
M,False,True,1,Assalariado,Superior incompleto,Casado,Casa,37,15.449315068493153,3.0,15710.34,9.662074373281548
M,False,True,0,Assalariado,Superior completo,Solteiro,Casa,35,11.854794520547946,1.0,14163.46,9.55842068768153
F,True,True,0,Empresário,Superior completo,Casado,Casa,40,3.895890410958904,2.0,752.91,6.62394569874423
F,False,False,0,Empresário,Superior completo,Casado,Casa,37,5.298630136986302,2.0,508.58,6.231622528581321
M,False,False,2,Assalariado,Superior incompleto,Casado,Casa,38,0.7205479452054795,4.0,1756.73,7.47120940534833
F,True,True,1,Assalariado,Superior completo,União,Com os pais,36,3.5534246575342467,3.0,2529.55,7.835796700288954
F,False,True,0,Assalariado,Superior completo,Casado,Casa,57,4.865753424657535,2.0,3911.97,8.271796362413646
F,False,True,0,Servidor público,Secundário,Casado,Casa,56,25.81369863013699,2.0,12026.5,9.394867827319299
F,False,True,0,Pensionista,Superior completo,Casado,Casa,56,0.0,2.0,995.26,6.903004009556651
F,False,True,0,Assalariado,Secundário,Casado,Casa,46,2.797260273972603,2.0,1728.59,7.455061326273458
M,True,False,3,Assalariado,Superior completo,Casado,Casa,38,0.8986301369863013,5.0,1575.91,7.362588162188196
F,True,False,1,Assalariado,Superior completo,Casado,Casa,32,10.671232876712333,3.0,20139.9,9.91045820101693
M,True,True,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,8440.9,9.040844216975978
F,False,True,0,Assalariado,Superior completo,Separado,Casa,47,13.221917808219178,1.0,6237.7,8.738366803673987
F,False,True,0,Pensionista,Superior completo,Casado,Casa,62,0.0,2.0,3457.76,8.148376259554716
F,False,False,0,Assalariado,Secundário,União,Governamental,38,3.849315068493152,2.0,4059.58,8.308834798968775
M,True,False,2,Assalariado,Superior completo,Casado,Casa,50,15.54246575342466,4.0,9864.3,9.196677458006999
F,False,False,0,Assalariado,Superior incompleto,Solteiro,Aluguel,31,5.4301369863013695,1.0,759.42,6.632554984032412
M,False,True,0,Pensionista,Secundário,Casado,Aluguel,45,0.0,2.0,15596.47,9.654799885580701
F,False,False,0,Assalariado,Superior completo,Casado,Casa,52,4.139726027397259,2.0,1416.5,7.255944319270571
F,True,False,1,Assalariado,Superior completo,Separado,Com os pais,36,12.183561643835615,2.0,2999.59,8.00623089164384
M,True,False,0,Assalariado,Secundário,Casado,Casa,36,4.975342465753425,2.0,14696.09,9.595336750991615
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,46,1.3452054794520547,1.0,2257.56,7.722039863011039
M,True,True,0,Empresário,Superior completo,União,Casa,35,0.8575342465753425,2.0,2578.13,7.854819608915105
M,True,True,0,Assalariado,Secundário,Casado,Governamental,46,0.96986301369863,2.0,1840.7,7.517901213038677
F,False,True,0,Servidor público,Secundário,Casado,Casa,56,25.81369863013699,2.0,7073.3,8.864082410953417
F,False,False,0,Pensionista,Secundário,Casado,Casa,60,0.0,2.0,761.07,6.634725337862671
F,False,True,0,Pensionista,Secundário,Casado,Casa,55,0.0,2.0,1832.72,7.513556481125093
M,False,False,0,Assalariado,Superior completo,Separado,Casa,38,8.695890410958905,1.0,6333.33,8.75358144316454
M,True,False,0,Empresário,Superior completo,Casado,Casa,39,12.693150684931505,2.0,30890.18,10.33819361302417
F,False,True,0,Pensionista,Secundário,Casado,Casa,63,0.0,2.0,2482.45,7.817001254729587
F,True,True,2,Servidor público,Secundário,Casado,Casa,34,12.194520547945206,4.0,2758.1,7.9222973158540215
F,False,False,0,Empresário,Superior completo,Casado,Casa,48,11.558904109589042,2.0,3150.78,8.055405320214762
M,True,True,0,Empresário,Secundário,Casado,Com os pais,45,4.509589041095889,2.0,8378.97,9.033480274227356
M,False,False,0,Empresário,Superior incompleto,Casado,Casa,39,11.356164383561644,2.0,7093.9,8.866990538814703
M,False,False,0,Assalariado,Superior completo,Casado,Casa,44,12.441095890410958,2.0,8994.81,9.104403023315518
F,False,False,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,947.46,6.853784719706606
F,False,True,1,Servidor público,Secundário,União,Casa,30,6.887671232876714,3.0,3812.42,8.24601943708895
M,False,True,0,Assalariado,Superior completo,Casado,Casa,55,7.687671232876712,2.0,3393.67,8.12966721066039
F,False,True,0,Empresário,Secundário,Casado,Casa,44,1.8465753424657527,2.0,7533.41,8.927103073531633
F,False,False,1,Assalariado,Superior completo,Casado,Com os pais,28,1.5972602739726027,3.0,1568.99,7.3581873792264245
F,False,False,0,Empresário,Superior completo,União,Casa,25,0.9287671232876712,2.0,2398.72,7.782690540729893
F,False,True,0,Assalariado,Superior completo,Casado,Casa,64,1.2849315068493148,2.0,5071.18,8.531328811122457
M,False,True,0,Assalariado,Secundário,Solteiro,Casa,41,1.2986301369863014,1.0,6496.85,8.779072723035126
F,False,True,0,Assalariado,Superior completo,Casado,Casa,45,9.610958904109587,2.0,5418.45,8.597565075674447
F,False,True,0,Pensionista,Secundário,Casado,Casa,59,0.0,2.0,2058.33,7.629650253393558
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,60,0.4602739726027397,1.0,2171.33,7.68309516201184
F,False,True,0,Assalariado,Superior completo,Casado,Casa,51,33.33972602739726,2.0,7837.51,8.966676460857428
M,True,True,0,Assalariado,Secundário,Casado,Casa,44,23.04383561643836,2.0,30740.88,10.333348643878672
F,False,True,0,Assalariado,Secundário,Casado,Casa,66,8.372602739726027,2.0,6607.91,8.796022695253342
F,True,False,0,Empresário,Superior completo,Casado,Casa,46,5.265753424657534,2.0,2479.13,7.815662971160437
F,True,True,0,Empresário,Secundário,Casado,Estúdio,46,6.238356164383561,2.0,3827.48,8.249961902175274
F,True,False,0,Servidor público,Superior completo,Casado,Casa,54,13.624657534246571,2.0,962.66,6.869700286112871
F,False,False,1,Servidor público,Superior completo,Casado,Casa,38,6.849315068493151,3.0,4496.93,8.411150220716713
F,False,True,0,Pensionista,Secundário,Casado,Governamental,65,0.0,2.0,4348.73,8.377639127432868
F,False,True,1,Assalariado,Superior completo,Solteiro,Casa,44,5.967123287671233,2.0,1458.57,7.285211782670989
M,True,True,0,Assalariado,Superior completo,Casado,Casa,37,3.1589041095890407,2.0,4747.41,8.465354485160777
F,False,False,0,Pensionista,Secundário,União,Casa,61,0.0,2.0,3898.9,8.268449741051743
F,False,True,4,Empresário,Secundário,Casado,Casa,47,20.30958904109589,6.0,3631.08,8.197285403669559
F,False,False,1,Empresário,Superior completo,Separado,Casa,41,21.86027397260274,2.0,3910.27,8.271361704303754
M,True,False,1,Assalariado,Superior completo,Casado,Casa,35,2.9534246575342467,3.0,1769.56,7.4784862070942415
F,False,False,0,Pensionista,Secundário,Solteiro,Governamental,58,0.0,1.0,1687.65,7.431092307685191
F,False,True,0,Empresário,Secundário,Solteiro,Casa,51,4.594520547945206,1.0,2545.87,7.842227717326682
F,False,False,1,Empresário,Superior incompleto,Casado,Com os pais,32,7.561643835616437,3.0,1246.86,7.128383669930678
F,False,True,1,Empresário,Superior completo,Casado,Casa,53,7.884931506849315,3.0,7771.57,8.958227482152541
F,False,True,0,Servidor público,Secundário,Casado,Casa,45,8.76986301369863,2.0,4390.01,8.38708678397095
F,True,True,0,Assalariado,Superior incompleto,Casado,Casa,51,32.750684931506854,2.0,24510.47,10.106855652184898
F,False,False,0,Assalariado,Secundário,Solteiro,Governamental,54,0.3452054794520548,1.0,798.38,6.682584674583294
M,False,True,0,Pensionista,Superior completo,União,Casa,53,0.0,2.0,9307.21,9.138544647592914
M,True,True,1,Empresário,Secundário,Casado,Casa,29,7.024657534246575,3.0,2752.22,7.920163137718519
F,False,True,0,Pensionista,Secundário,Casado,Casa,64,0.0,2.0,1906.78,7.553171234498654
M,True,True,1,Servidor público,Superior completo,Casado,Casa,31,8.671232876712331,3.0,2333.55,7.75514599220124
F,True,True,0,Empresário,Secundário,Casado,Casa,28,2.010958904109589,2.0,1626.1,7.393939788831677
F,False,True,0,Empresário,Superior completo,Casado,Casa,47,3.2931506849315078,2.0,1411.18,7.252181512816498
F,False,False,0,Empresário,Superior completo,Separado,Casa,32,13.210958904109589,1.0,1066.0,6.97166860472579
F,True,True,0,Empresário,Secundário,Casado,Casa,50,19.30958904109589,2.0,4699.34,8.455177352305647
M,True,True,0,Empresário,Superior completo,União,Casa,28,2.654794520547945,2.0,2280.56,7.732176305825385
M,True,False,2,Assalariado,Secundário,Separado,Com os pais,38,4.454794520547946,3.0,2365.52,7.768753149907581
M,True,True,1,Assalariado,Secundário,Casado,Casa,28,6.164383561643835,3.0,9631.29,9.17277245220711
F,True,True,0,Assalariado,Secundário,Casado,Casa,47,4.895890410958904,2.0,2350.42,7.762349314573335
M,True,True,0,Empresário,Secundário,Casado,Casa,53,2.8027397260273967,2.0,3363.65,8.120781972873827
M,True,False,0,Assalariado,Superior completo,Solteiro,Casa,28,0.6328767123287671,1.0,5834.37,8.671521569739896
M,True,False,0,Assalariado,Superior completo,União,Casa,32,8.471232876712326,2.0,5958.04,8.692496846912993
F,False,True,0,Servidor público,Superior completo,União,Casa,45,7.534246575342466,2.0,1335.65,7.197173343726968
F,False,True,0,Pensionista,Superior completo,Viúvo,Casa,66,0.0,1.0,3147.42,8.054338348597868
F,False,True,0,Assalariado,Secundário,Casado,Casa,42,4.046575342465753,2.0,2123.13,7.66064669393121
F,False,False,1,Assalariado,Secundário,Casado,Casa,42,12.852054794520548,3.0,1026.76,6.934163492258438
F,False,False,1,Assalariado,Secundário,Casado,Casa,48,4.304109589041096,3.0,2711.96,7.905426899688978
F,False,True,0,Servidor público,Secundário,Casado,Casa,54,31.227397260273968,2.0,5148.4,8.546441265775222
M,True,True,0,Assalariado,Secundário,Casado,Casa,34,2.128767123287671,2.0,1978.66,7.590175126901194
F,False,False,0,Assalariado,Superior completo,Casado,Casa,51,1.8794520547945208,2.0,2055.21,7.628133311490337
F,True,True,1,Empresário,Secundário,Casado,Casa,41,0.7890410958904109,3.0,4719.34,8.459424238293929
